iter	Logloss
268	0.351638531
269	0.3512564227
270	0.350831761
271	0.3505867789
272	0.3500882801
273	0.3498080473
274	0.3494202291
275	0.3490895394
276	0.3488886132
277	0.3486215731
278	0.3484223299
279	0.3481155012
280	0.3477616115
281	0.3474150845
282	0.3471356931
283	0.3468388417
284	0.3465681353
285	0.346112881
286	0.3458791683
287	0.3453848767
288	0.3450938854
289	0.344687976
290	0.3443620345
291	0.343945577
292	0.3436001318
293	0.3433608596
294	0.3430466081
295	0.3428269297
296	0.3425446533
297	0.3421966538
298	0.3418779547
299	0.3415411945
300	0.3411405743
301	0.3408078711
302	0.340387026
303	0.3401396398
304	0.3396612756
305	0.3394511236
306	0.3389375087
307	0.3386147526
308	0.3382597209
309	0.3379907575
310	0.337353179
311	0.3369577277
312	0.3367184855
313	0.3364646382
314	0.3361825422
315	0.335913699
316	0.3354113535
317	0.33499724
318	0.3344978396
319	0.3342401156
320	0.3337869348
321	0.3334919466
322	0.3330089845
323	0.332684215
324	0.3324698857
325	0.3322533927
326	0.3320220542
327	0.3317633084
328	0.3314655253
329	0.3311271423
330	0.3307569646
331	0.3304477017
332	0.3301226317
333	0.3296785866
334	0.3293365373
335	0.3291404495
336	0.3289872155
337	0.3287161184
338	0.3284250369
339	0.3281059472
340	0.3277107663
341	0.3274230206
342	0.3272109752
343	0.3268232172
344	0.3264438436
345	0.3262179143
346	0.3260296399
347	0.3258105325
348	0.3254720894
349	0.325310531
350	0.3250206215
351	0.3248394694
352	0.32459602
353	0.3242287873
354	0.323914626
355	0.3236901393
356	0.3234534214
357	0.3231223711
358	0.3227233736
359	0.3222186541
360	0.3220422802
361	0.3217713935
362	0.3212730149
363	0.3209935333
364	0.3207694372
365	0.3205193764
366	0.320302643
367	0.3198815575
368	0.3196310459
369	0.3194072804
370	0.3190682062
371	0.3187469227
372	0.318550324
373	0.3182239316
374	0.3178530326
375	0.3176990774
376	0.3174857398
377	0.3172171671
378	0.316953613
379	0.316631458
380	0.3164836934
381	0.3161328089
382	0.315896061
383	0.3156495763
384	0.3152647934
385	0.315024289
386	0.3147643412
387	0.3145048742
388	0.3141399254
389	0.3138574688
390	0.3135825852
391	0.3132720001
392	0.312963759
393	0.3126349926
394	0.3123824675
395	0.312037383
396	0.3117391792
397	0.3113051114
398	0.3110088609
399	0.3106110656
400	0.3102054267
401	0.309946741
402	0.309700016
403	0.3091090177
404	0.3087700337
405	0.3085033543
406	0.3081640697
407	0.3079052037
408	0.3077275977
409	0.3074289732
410	0.3070725892
411	0.3068618662
412	0.306446791
413	0.3060687397
414	0.305718937
415	0.3054404472
416	0.3051019741
417	0.3048811837
418	0.3046168182
419	0.3043291025
420	0.3040593277
421	0.3036909531
422	0.3035633232
423	0.3032764189
424	0.3031003455
425	0.3027596485
426	0.3024606334
427	0.3022069964
428	0.3017550477
429	0.3014551611
430	0.3011987293
431	0.300864253
432	0.3005406254
433	0.3001786217
434	0.2998241009
435	0.2993897927
436	0.2990018543
437	0.2988436317
438	0.2985096363
439	0.2981707725
440	0.2979360681
441	0.2976059794
442	0.2972596928
443	0.2970557013
444	0.2965239352
445	0.2961969117
446	0.2959874208
447	0.2957546097
448	0.2954763904
449	0.2953028113
450	0.2950895038
451	0.2947823747
452	0.2944172456
453	0.2942000013
454	0.2940434616
455	0.2938309054
456	0.2935417773
457	0.2932938501
458	0.2930168328
459	0.2927172767
460	0.2924304025
461	0.2922033313
462	0.291871169
463	0.2916908884
464	0.2913066764
465	0.2910340467
466	0.2907243932
467	0.2904471656
468	0.2902879213
469	0.2899978916
470	0.2897093344
471	0.2894510094
472	0.2891839092
473	0.2889648017
474	0.2887202103
475	0.2885224095
476	0.2882501404
477	0.2878483482
478	0.2873165219
479	0.2871661128
480	0.2868927919
481	0.2865199695
482	0.2862427118
483	0.2859561682
484	0.2857126586
485	0.2854698102
486	0.2851978417
487	0.2849008099
488	0.2845797968
489	0.2843191878
490	0.2840132608
491	0.283847976
492	0.2836324747
493	0.2834203392
494	0.2831802255
495	0.2829669481
496	0.2827201329
497	0.2825104316
498	0.2822880484
499	0.2821103823
500	0.2818147931
501	0.2816629414
502	0.2815083551
503	0.2813269626
504	0.2811104696
505	0.2807499986
506	0.2805080818
507	0.2802049495
508	0.2798603758
509	0.2795661089
510	0.2793196242
511	0.2790823654
512	0.2788182103
513	0.2785803505
514	0.2781790692
515	0.277963658
516	0.2775449767
517	0.277252062
518	0.2768424263
519	0.2766311623
520	0.2763124933
521	0.2761104552
522	0.2758472317
523	0.27553283
524	0.2753183505
525	0.2751595268
526	0.2748979862
527	0.2746815834
528	0.2744489226
529	0.2741430556
530	0.2738078881
531	0.2734890989
532	0.2732583313
533	0.2730422891
534	0.2728448189
535	0.2726177477
536	0.2722872382
537	0.2720806623
538	0.2717869363
539	0.2714954341
540	0.2712659286
541	0.2709938399
542	0.2708626639
543	0.2706605056
544	0.2703529858
545	0.269907348
546	0.2697869305
547	0.2696201732
548	0.269398902
549	0.2691446039
550	0.2688836342
551	0.2687182593
552	0.2684595436
553	0.2682689853
554	0.2680901171
555	0.2679236603
556	0.2676651249
557	0.2673850123
558	0.2670966355
559	0.2668813445
560	0.2666376547
561	0.2664675015
562	0.2662364935
563	0.265925097
564	0.265622656
565	0.2654024365
566	0.2652050565
567	0.2650400422
568	0.26476597
569	0.2644764812
570	0.2643429913
571	0.2640794973
572	0.2639529793
573	0.2636546553
574	0.2633111034
575	0.2629972727
576	0.262755957
577	0.2624655967
578	0.2621293474
579	0.2619045
580	0.2616869853
581	0.2614827234
582	0.2611848502
583	0.2609586204
584	0.2607516839
585	0.2605025246
586	0.2602703145
587	0.2601045189
588	0.2598135876
589	0.2596251931
590	0.2593580628
591	0.2590394238
592	0.2588789173
593	0.2586635362
594	0.2584065635
595	0.258127082
596	0.2579347206
597	0.2576541872
598	0.2573744653
599	0.2571895267
600	0.2569572265
601	0.2566944537
602	0.2565104768
603	0.2563348241
604	0.2559618215
605	0.2556842032
606	0.255425247
607	0.2552352898
608	0.2550918527
609	0.2549553875
610	0.2547272645
611	0.2546159828
612	0.2544454991
613	0.2543025728
614	0.2539519888
615	0.2537838191
616	0.2535521199
617	0.2533649274
618	0.2530992997
619	0.2529011684
620	0.2526884018
621	0.2525870372
622	0.252334482
623	0.2520618523
624	0.2518356226
625	0.2516758823
626	0.2515274867
627	0.2512753072
628	0.2510576272
629	0.2508669336
630	0.2506726188
631	0.2504082534
632	0.2502527955
633	0.2500674813
634	0.2499165162
635	0.2496884082
636	0.2495361358
637	0.2493269304
638	0.2491917725
639	0.2489809743
640	0.2486897276
641	0.2485344951
642	0.2482909856
643	0.2479967787
644	0.2478055743
645	0.2475135762
646	0.2473694028
647	0.2472334486
648	0.2470162043
649	0.2468685449
650	0.2466007084
651	0.2464265133
652	0.2461753856
653	0.2459948496
654	0.2458760549
655	0.2456912365
656	0.2455395953
657	0.2453301344
658	0.2450546948
659	0.2448567288
660	0.2446479741
661	0.24449758
662	0.2443336175
663	0.2441657783
664	0.2439039673
665	0.2437188033
666	0.2434554896
667	0.2431985619
668	0.2430516238
669	0.2428218329
670	0.2424941032
671	0.2423382998
672	0.2421550441
673	0.2419706915
674	0.2418884097
675	0.2416641483
676	0.2414513217
677	0.2413008825
678	0.2409966383
679	0.2407485158
680	0.240547785
681	0.2403494132
682	0.2401749476
683	0.2399470349
684	0.2396883342
685	0.239601695
686	0.2393519948
687	0.2391764473
688	0.2390157154
689	0.2387814318
690	0.2386281677
691	0.2385010787
692	0.2383565898
693	0.2381600211
694	0.2379089235
695	0.2377352543
696	0.2375043515
697	0.2372922461
698	0.2370035687
699	0.2368419202
700	0.2366820748
701	0.2364631476
702	0.236281124
703	0.2360428134
704	0.2357748117
705	0.2355919166
706	0.2354158432
707	0.2351593213
708	0.2348630108
709	0.2346438432
710	0.234432489
711	0.2341941484
712	0.234036602
713	0.2337328837
714	0.233509028
715	0.2333235635
716	0.233143914
717	0.2330129183
718	0.2328556423
719	0.2327589357
720	0.2326020955
721	0.232470078
722	0.2322832011
723	0.2320491579
724	0.2318554291
725	0.2316539169
726	0.2314843347
727	0.2313026267
728	0.2310750746
729	0.230894764
730	0.2307855558
731	0.2305841488
732	0.2304481796
733	0.2302308
734	0.2300263428
735	0.2297727809
736	0.2296257075
737	0.2294925481
738	0.2292635235
739	0.2290246871
740	0.2288094713
741	0.228678145
742	0.2285044307
743	0.2282730771
744	0.2281320291
745	0.2279040714
746	0.2277807689
747	0.2275764469
748	0.2274529942
749	0.2272720224
750	0.2270639439
751	0.2268960897
752	0.2267456355
753	0.2265386539
754	0.2263193661
755	0.2260972234
756	0.2259055081
757	0.2257509518
758	0.2255780339
759	0.2253947481
760	0.2252481405
761	0.225070249
762	0.2248634027
763	0.2247136847
764	0.2245620735
765	0.2243692613
766	0.2241278103
767	0.2239461774
768	0.2237728087
769	0.2235455121
770	0.2234495868
771	0.2232768192
772	0.2230839469
773	0.2228937792
774	0.222760124
775	0.2226123143
776	0.2224127254
777	0.2222280272
778	0.2220454176
779	0.2218727702
780	0.2217096942
781	0.221666615
782	0.2214896551
783	0.2213488475
784	0.2211572674
785	0.2210162946
786	0.2208210632
787	0.2206085521
788	0.2204649947
789	0.2204100751
790	0.2202439789
791	0.2200800916
792	0.2199145514
793	0.219607888
794	0.2195973399
795	0.2193662718
796	0.2192150362
797	0.2190625385
798	0.2189392661
799	0.2186998736
800	0.2184776408
801	0.2182999747
802	0.2180727832
803	0.2179280839
804	0.2178303856
805	0.2176394216
806	0.2174749633
807	0.2172771024
808	0.2170323908
809	0.2168489848
810	0.2166563529
811	0.2164540594
812	0.2163162119
813	0.216174082
814	0.2159606393
815	0.2157493002
816	0.215626734
817	0.2155065119
818	0.2153409867
819	0.2151203766
820	0.2150177498
821	0.2149422297
822	0.2148331117
823	0.2146738673
824	0.2145163359
825	0.2143214501
826	0.2141571871
827	0.2139271408
828	0.2137017976
829	0.2135512532
830	0.2134597455
831	0.2133205607
832	0.213116975
833	0.212977685
834	0.2128451567
835	0.2126573481
836	0.2125090125
837	0.2123710599
838	0.2121901782
839	0.2120121214
840	0.2118994724
841	0.211761129
842	0.2115732002
843	0.2114057067
844	0.2112113919
845	0.211006589
846	0.2108340768
847	0.2106146838
848	0.2104669192
849	0.2103608665
850	0.2101734637
851	0.2100059851
852	0.2098588516
853	0.209697729
854	0.2095896027
855	0.2094103138
856	0.2092895959
857	0.2090723365
858	0.2088631461
859	0.2087277178
860	0.2085917486
861	0.2084844036
862	0.2083828286
863	0.2081912185
864	0.2080142736
865	0.2080048975
866	0.2078335723
867	0.2076614357
868	0.2074901406
869	0.2072932113
870	0.2071505856
871	0.206997592
872	0.2068622839
873	0.206649908
874	0.2064963284
875	0.206399772
876	0.206226178
877	0.2061345501
878	0.205930784
879	0.2056563362
880	0.2054548841
881	0.2052687885
882	0.205216243
883	0.2050983649
884	0.2049441692
885	0.2047587948
886	0.2045948323
887	0.20440773
888	0.2042863959
889	0.2041072723
890	0.2040120984
891	0.2037709629
892	0.2036622055
893	0.2034787395
894	0.2032841542
895	0.2030904705
896	0.2029747411
897	0.2029193106
898	0.202780817
899	0.2026242473
900	0.2024105491
901	0.2022174664
902	0.2021194375
903	0.2019470004
904	0.2018272291
905	0.2015867999
906	0.201429599
907	0.2012133164
908	0.2010138027
909	0.2007752216
910	0.2006241213
911	0.2005190903
912	0.2003796501
913	0.200252486
914	0.2000687645
915	0.1998664259
916	0.1997750234
917	0.1996439526
918	0.199537389
919	0.1993465903
920	0.1991826127
921	0.1990685512
922	0.1989112903
923	0.1988079723
924	0.1986456626
925	0.1985393094
926	0.198364378
927	0.1982286943
928	0.1980531919
929	0.1979121288
930	0.197879132
931	0.197739827
932	0.1975722883
933	0.197461833
934	0.1973534964
935	0.197220938
936	0.1970420849
937	0.197034617
938	0.196915642
939	0.1967514241
940	0.1965805347
941	0.1964629721
942	0.1963069884
943	0.1961804704
944	0.196098369
945	0.1959874178
946	0.19596258
947	0.1958149056
948	0.195638096
949	0.1954753205
950	0.1953206741
951	0.1951385603
952	0.1949559357
953	0.1947769173
954	0.1946455609
955	0.1945206207
956	0.1943858685
957	0.1942539563
958	0.1941649128
959	0.1939942488
960	0.1939090821
961	0.193730845
962	0.1935704887
963	0.193452235
964	0.1932812103
965	0.1930681583
966	0.1929085082
967	0.1927276266
968	0.1925334019
969	0.1923298162
970	0.1920751274
971	0.1919571291
972	0.1918361707
973	0.1917336491
974	0.191535713
975	0.1913591288
976	0.1912007259
977	0.1909599811
978	0.1908685636
979	0.1906978094
980	0.1905713215
981	0.1904656595
982	0.1903422669
983	0.1901734961
984	0.1900413284
985	0.1898921063
986	0.1897530718
987	0.1897442366
988	0.1895655186
989	0.1894106017
990	0.1893098982
991	0.1891770393
992	0.1890119649
993	0.1888356962
994	0.1886578949
995	0.188456563
996	0.1883270549
997	0.1882468918
998	0.1880662055
999	0.1879209502
